Date,Pipeline Name,KeyPointID,Available Capacity (1000 m3/d),Original Nominations (1000 m3/d),Accepted Nominations (1000 m3/d),Apportionment Percentage
2017-06-01,TransMountain,KP0000,44.0,57.0,,0.23
2017-07-01,TransMountain,KP0000,52.0,66.0,,0.22
2017-08-01,TransMountain,KP0000,48.0,56.0,,0.15
2017-09-01,TransMountain,KP0000,55.0,66.0,,0.16
2017-10-01,TransMountain,KP0000,44.0,53.0,,0.17
2017-11-01,TransMountain,KP0000,51.0,67.0,,0.24
2017-12-01,TransMountain,KP0000,49.0,64.0,,0.23
2018-01-01,TransMountain,KP0000,42.0,65.0,,0.35
2018-02-01,TransMountain,KP0000,49.0,72.0,,0.32
2018-03-01,TransMountain,KP0000,46.0,68.0,,0.32
2018-04-01,TransMountain,KP0000,47.0,83.0,,0.44
2018-05-01,TransMountain,KP0000,49.0,79.0,,0.38
2018-06-01,TransMountain,KP0000,46.0,81.0,,0.43
2018-07-01,TransMountain,KP0000,46.0,85.0,,0.46
2018-08-01,TransMountain,KP0000,48.0,82.0,,0.42
2018-09-01,TransMountain,KP0000,43.0,75.0,,0.43
2018-10-01,TransMountain,KP0000,45.0,80.0,,0.44
2018-11-01,TransMountain,KP0000,40.0,74.0,,0.45
2018-12-01,TransMountain,KP0000,50.0,84.0,,0.41
2019-01-01,TransMountain,KP0000,52.0,68.0,,0.24
2019-02-01,TransMountain,KP0000,53.0,77.0,,0.32
2019-03-01,TransMountain,KP0000,46.0,69.0,,0.33
2019-04-01,TransMountain,KP0000,49.0,70.0,,0.29
2019-05-01,TransMountain,KP0000,53.0,73.0,,0.28
2019-06-01,TransMountain,KP0000,47.0,77.0,,0.39
2019-07-01,TransMountain,KP0000,54.0,74.0,,0.27
2019-08-01,TransMountain,KP0000,46.0,69.0,,0.34
2019-09-01,TransMountain,KP0000,52.0,72.0,,0.29
2019-10-01,TransMountain,KP0000,50.0,63.0,,0.22
2019-11-01,TransMountain,KP0000,51.0,66.0,,0.22
2019-12-01,TransMountain,KP0000,49.0,62.0,,0.21
2020-01-01,TransMountain,KP0000,46.0,62.0,,0.26
2020-02-01,TransMountain,KP0000,49.0,76.0,,0.36
2020-03-01,TransMountain,KP0000,52.0,63.0,,0.17
2020-04-01,TransMountain,KP0000,47.0,50.0,,0.07
2020-05-01,TransMountain,KP0000,47.0,47.0,,0.0
2020-06-01,TransMountain,KP0000,47.0,49.0,,0.04
2020-07-01,TransMountain,KP0000,47.0,67.0,,0.3
2020-08-01,TransMountain,KP0000,58.0,64.0,,0.09
2020-09-01,TransMountain,KP0000,51.0,54.0,,0.05
2020-10-01,TransMountain,KP0000,56.0,60.0,,0.07
2020-11-01,TransMountain,KP0000,47.0,54.0,,0.13
2020-12-01,TransMountain,KP0000,53.0,68.0,,0.23
2021-01-01,TransMountain,KP0000,50.0,69.0,,0.27
2021-02-01,TransMountain,KP0000,50.0,64.0,,0.21
2021-03-01,TransMountain,KP0000,54.0,62.0,,0.14
2021-04-01,TransMountain,KP0000,53.0,62.0,,0.15
2021-05-01,TransMountain,KP0000,55.0,66.0,,0.18
2021-06-01,TransMountain,KP0000,51.0,60.0,,0.16
2021-07-01,TransMountain,KP0000,47.0,61.0,,0.22
2021-08-01,TransMountain,KP0000,53.0,69.0,,0.23
2021-09-01,TransMountain,KP0000,52.0,61.0,,0.16
2021-10-01,TransMountain,KP0000,47.0,50.0,,0.07
2021-11-01,TransMountain,KP0000,23.73,55.0,,0.57
2021-12-01,TransMountain,KP0000,33.28,55.0,,0.4
2022-01-01,TransMountain,KP0000,45.0,57.0,,0.21
2022-02-01,TransMountain,KP0000,51.0,61.0,,0.16
2022-03-01,TransMountain,KP0000,54.0,59.0,,0.08
2022-04-01,TransMountain,KP0000,47.0,53.0,,0.11
2022-05-01,TransMountain,KP0000,55.0,63.0,,0.13
2022-06-01,TransMountain,KP0000,54.0,60.0,,0.11
2022-07-01,TransMountain,KP0000,52.0,59.0,,0.12
2022-08-01,TransMountain,KP0000,58.0,66.0,,0.13
2022-09-01,TransMountain,KP0000,49.0,53.0,,0.08
2022-10-01,TransMountain,KP0000,53.0,59.0,,0.11
2022-11-01,TransMountain,KP0000,48.0,56.0,,0.15
2022-12-01,TransMountain,KP0000,55.0,66.0,,0.17
2023-01-01,TransMountain,KP0000,54.0,62.0,,0.13
2023-02-01,TransMountain,KP0000,55.0,55.0,,0.0
2023-03-01,TransMountain,KP0000,55.0,55.0,,0.0
2023-04-01,TransMountain,KP0000,55.0,55.0,,0.0
2023-05-01,TransMountain,KP0000,55.0,61.0,,0.1
2023-06-01,TransMountain,KP0000,57.0,65.0,,0.13
2023-07-01,TransMountain,KP0000,61.0,65.0,,0.05
2023-08-01,TransMountain,KP0000,58.0,61.0,,0.06
2023-09-01,TransMountain,KP0000,56.0,72.0,,0.22
2023-10-01,TransMountain,KP0000,55.0,72.0,,0.23
2023-11-01,TransMountain,KP0000,55.0,69.0,,0.2
2023-12-01,TransMountain,KP0000,51.0,63.0,,0.2
